1,1996 World Champion,=PROMO,Christopher Rush,WUBRG,Special,Celebration Cards
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Fourth Edition
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Revised Edition
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Unlimited Edition
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Limited Edition Beta
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Limited Edition Alpha
55,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,C,Masters Edition IV
72,Phantasmal Image,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220099,Nils Hamm,Blue,R,Magic 2012
,Phantasmal Sphere,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3113,Mark Tedin,Blue,R,Alliances
,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,U,Fourth Edition
,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,U,Revised Edition
,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,U,Unlimited Edition
,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,U,Limited Edition Beta
,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,U,Limited Edition Alpha
43,Phantom Monster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159268,Jesper Myrfors,Blue,C,Masters Edition
129,Phantom Tiger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=34934,Brian Snoddy,Green,C,Judgment
27,Phyrexian Arena,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209132,Pete Venters,Black,R,Duel Decks: Phyrexia vs. the Coalition
47,Phyrexian Arena,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209132,Pete Venters,Black,R,Apocalypse
50,Phyrexian Bloodstock,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26280,Mark Tedin,Black,C,Planeshift
,Phyrexian Boon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159741,Mark Tedin,Black,C,Alliances
,Phyrexian Boon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159741,Mark Tedin,Black,C,Alliances
81,Phyrexian Boon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159741,Mark Tedin,Black,C,Masters Edition
16,Phyrexian Colossus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209160,Mark Tedin,,R,Duel Decks: Phyrexia vs. the Coalition
306,Phyrexian Colossus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209160,Mark Tedin,,R,Urza's Saga
309,Phyrexian Colossus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209160,Mark Tedin,,R,Eighth Edition
311,Phyrexian Colossus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209160,Mark Tedin,,R,Seventh Edition
10,Phyrexian Debaser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209124,Mark Tedin,Black,C,Duel Decks: Phyrexia vs. the Coalition
59,Phyrexian Debaser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209124,Mark Tedin,Black,C,Urza's Legacy
4,Phyrexian Denouncer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209126,Brian Snoddy,Black,C,Duel Decks: Phyrexia vs. the Coalition
61,Phyrexian Denouncer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209126,Brian Snoddy,Black,C,Urza's Legacy
,Phyrexian Devourer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184563,Mark Tedin,,R,Alliances
216,Phyrexian Devourer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184563,Mark Tedin,,U,Masters Edition II
,Phyrexian Dreadnought,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3263,Pete Venters,,R,Mirage
50,Phyrexian Dreadnought,=PROMO,Pete Venters,1,Special,Judge Gift Program
,Phyrexian Ghoul,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209129,Pete Venters,Black,C,Battle Royale Box Set
6,Phyrexian Ghoul,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209129,Pete Venters,Black,C,Duel Decks: Phyrexia vs. the Coalition
37,Phyrexian Ghoul,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209129,Pete Venters,Black,C,Planechase
148,Phyrexian Ghoul,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209129,Pete Venters,Black,C,Urza's Saga
312,Phyrexian Hulk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25656,Brian Snoddy,,U,Seventh Edition
41,Phyrexian Ingester,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389631,Chris Rahn,Blue,R,New Phyrexia
119,Phyrexian Ingester,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389631,Chris Rahn,Blue,R,Commander 2014
,Phyrexian Portal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184564,Pete Venters,,R,Alliances
217,Phyrexian Portal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184564,Pete Venters,,R,Masters Edition II
39,Phyrexian Rager,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393912,Mark Tedin,Black,C,Duel Decks: Garruk vs. Liliana
49,Phyrexian Rager,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393912,Mark Tedin,Black,C,Apocalypse
167,Phyrexian Rager,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393912,Mark Tedin,Black,C,Tenth Edition
14,Phyrexian Rager,=PROMO,Mark Tedin,2B,Special,Media Inserts
63,Phyrexian Reclamation,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376448,rk post,Black,U,Urza's Legacy
88,Phyrexian Reclamation,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376448,rk post,Black,U,Commander 2013 Edition
141,Phyrexian Soulgorger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=121160,Brian Snoddy,,R,Coldsnap
165,Phyrexia's Core,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389629,Franz Vohwinkel,,U,New Phyrexia
306,Phyrexia's Core,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389629,Franz Vohwinkel,,U,Commander 2014
,Piety,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2356,Mark Poole,White,C,Fourth Edition
,Piety,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2356,Mark Poole,White,C,Arabian Nights
,Piety,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2356,Mark Poole,White,C,Arabian Nights
38,Pious Kitsune,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=79256,Anthony S. Waters,White,C,Champions of Kamigawa
124,Piston Sledge,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=213742,Pete Venters,,U,Mirrodin Besieged
123,Pit Keeper,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=116396,Anthony S. Waters,Black,C,Time Spiral
70,Pit Spawn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5133,Thomas M. Baxa,Black,R,Exodus
307,Pit Trap,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=8801,Brian Snoddy,,U,Urza's Saga
32,Pitfall Trap,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=197533,Franz Vohwinkel,White,U,Zendikar
69,Pith Driller,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=230079,Nils Hamm,Black,C,New Phyrexia
158,Pithing Needle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=191592,Pete Venters,,R,Saviors of Kamigawa
217,Pithing Needle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=191592,Pete Venters,,R,Magic 2010
338,Pithing Needle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=191592,Pete Venters,,R,Tenth Edition
254,Plague Boiler,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376450,Mark Tedin,,R,Commander 2013 Edition
269,Plague Boiler,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376450,Mark Tedin,,R,Ravnica: City of Guilds
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Christopher Rush,,L,Ice Age
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Christopher Rush,,L,Ice Age
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Christopher Rush,,L,Ice Age
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Fourth Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Fourth Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Fourth Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Revised Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Revised Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Revised Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Unlimited Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Unlimited Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Unlimited Edition
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Limited Edition Beta
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Limited Edition Beta
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Limited Edition Beta
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Limited Edition Alpha
,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Limited Edition Alpha
26,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Divine vs. Demonic
27,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Divine vs. Demonic
28,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Divine vs. Demonic
29,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Divine vs. Demonic
30,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Elspeth vs. Kiora
35,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Elspeth vs. Tezzeret
39,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Duel Decks: Heroes vs. Monsters
84,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Christopher Rush,,C,Unglued
181,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Masters Edition
182,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Masters Edition
183,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Jesper Myrfors,,L,Masters Edition
230,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Theros
230,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Magic 2012
230,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Magic 2010
232,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Nils Hamm,,L,Magic 2014 Core Set
232,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Nils Hamm,,L,Magic 2013
251,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Nils Hamm,,L,Magic 2015 Core Set
282,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Time Spiral
287,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Mark Tedin,,L,Mirrodin
288,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Mirrodin
289,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Anthony S. Waters,,L,Ravnica: City of Guilds
331,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Onslaught
331,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Urza's Saga
332,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Urza's Saga
333,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Urza's Saga
334,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Odyssey
334,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Urza's Saga
342,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Seventh Edition
343,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Seventh Edition
364,Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394397,Rob Alexander,,L,Tenth Edition
8,Plains,=PROMO,Rob Alexander,,Special,Arena League
308,Planar Portal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45486,Mark Tedin,,R,Invasion
311,Planar Portal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45486,Mark Tedin,,R,Eighth Edition
29,Planeswalker's Mischief,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25887,Pete Venters,Blue,R,Planeshift
193,Platinum Emperion,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=215092,Chris Rahn,,M,Scars of Mirrodin
24,Pledge of Loyalty,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=22958,Franz Vohwinkel,White,U,Invasion
272,Plow Under,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45450,Rob Alexander,Green,R,Eighth Edition
145,Plumeveil,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370423,Nils Hamm,White/Blue,U,Shadowmoor
194,Plumeveil,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370423,Nils Hamm,White/Blue,U,Modern Masters
218,Plumeveil,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370423,Nils Hamm,White/Blue,U,Magic: The Gathering-Commander
65,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Archenemy
155,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Modern Masters 2015 Edition
173,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic: The Gathering - Conspiracy
179,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic 2013
187,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic 2012
188,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic 2014 Core Set
190,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic 2011
192,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic 2015 Core Set
286,Plummet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401465,Pete Venters,Green,C,Magic Origins
174,Plunder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=108926,Thomas M. Baxa,Red,C,Time Spiral
,Polar Kraken,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159241,Mark Tedin,Blue,R,Ice Age
44,Polar Kraken,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159241,Mark Tedin,Blue,R,Masters Edition
321,Polluted Delta,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39504,Rob Alexander,,R,Onslaught
45,Polluted Delta,=PROMO,Rob Alexander,,Special,Judge Gift Program
79,Ponder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139512,Mark Tedin,Blue,C,Lorwyn
,Power Sink,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26658,Mark Poole,Blue,C,Beatdown Box Set
,Power Sink,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26658,Mark Poole,Blue,C,Ice Age
87,Power Sink,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26658,Mark Poole,Blue,U,Classic Sixth Edition
90,Power Taint,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5662,Brian Snoddy,Blue,C,Urza's Saga
,Powerleech,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1055,Christopher Rush,Green,U,Antiquities
135,"Predator, Flagship",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389641,Mark Tedin,,R,Nemesis
263,"Predator, Flagship",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389641,Mark Tedin,,R,Commander 2014
279,"Predator, Flagship",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389641,Mark Tedin,,R,Vintage Masters
31,Pride Guardian,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382334,Chris Rahn,White,C,Magic 2012
77,Pride Guardian,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382334,Chris Rahn,White,C,Magic: The Gathering - Conspiracy
134,Priest of Iroas,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373614,Clint Cearley,Red,C,Theros
9,Priest of Urabrask,=PROMO,Clint Cearley,2R,Special,Magic Game Day Cards
,Priest of Yawgmoth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1044,Mark Tedin,Black,C,Antiquities
149,Primal Beyond,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=153464,Mark Tedin,,R,Morningtide
87,Primal Growth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26396,rk post,Green,C,Planeshift
182,Primal Huntbeast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249677,Chris Rahn,Green,C,Magic 2013
,Primal Order,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159215,Rob Alexander,Green,R,Homelands
125,Primal Order,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159215,Rob Alexander,Green,R,Masters Edition
,Primal Rage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=136288,Brian Snoddy,Green,U,Stronghold
286,Primal Rage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=136288,Brian Snoddy,Green,U,Tenth Edition
130,Primitive Justice,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202491,Anthony S. Waters,Red,U,Masters Edition IV
